"sk_evento","sk_grupo","sk_pessoa","sk_quadro_coluna","sk_data_evento","ocorrido_em","grupo","cartao_numero","acao","tipo_evento","coluna"
"1615","1","15","2","20260520","2026-05-20T18:44:05.347Z","G01","143","add","coluna","Doing"
"1616","1","15","-1","20260520","2026-05-20T18:45:21.562Z","G01","143","add","rotulo","M"
"1617","1","15","-1","20260520","2026-05-20T18:59:49.104Z","G01","143","add","rotulo","CODE"
"1618","1","15","3","20260520","2026-05-20T19:58:56.277Z","G01","143","add","coluna","Waiting Review"
"1619","1","15","2","20260520","2026-05-20T19:58:56.277Z","G01","143","remove","coluna","Doing"
"1620","1","12","4","20260528","2026-05-28T18:14:44.573Z","G01","143","add","coluna","Review"
"1621","1","12","3","20260528","2026-05-28T18:14:44.573Z","G01","143","remove","coluna","Waiting Review"
"1622","1","12","4","20260529","2026-05-29T22:32:25.743Z","G01","143","remove","coluna","Review"
"1623","1","23","1","20260520","2026-05-20T18:44:31.108Z","G01","144","add","coluna","Backlog"
"1624","1","23","-1","20260520","2026-05-20T18:45:17.420Z","G01","144","add","rotulo","DOCUMENTATION"
"1625","1","23","-1","20260520","2026-05-20T18:45:17.420Z","G01","144","add","rotulo","P"
"1626","1","12","-1","20260601","2026-06-01T17:09:38.844Z","G01","144","add","rotulo","BUG"
"1627","1","12","2","20260601","2026-06-01T17:15:49.050Z","G01","144","add","coluna","Doing"
"1628","1","12","1","20260601","2026-06-01T17:15:49.050Z","G01","144","remove","coluna","Backlog"
"1629","1","12","3","20260601","2026-06-01T17:16:04.131Z","G01","144","add","coluna","Waiting Review"
"1630","1","12","2","20260601","2026-06-01T17:16:04.131Z","G01","144","remove","coluna","Doing"
"1631","1","12","4","20260601","2026-06-01T17:18:53.643Z","G01","144","add","coluna","Review"
"1632","1","12","3","20260601","2026-06-01T17:18:53.643Z","G01","144","remove","coluna","Waiting Review"
"1633","1","12","4","20260601","2026-06-01T17:19:04.059Z","G01","144","remove","coluna","Review"
"1634","1","13","-1","20260521","2026-05-21T00:27:10.891Z","G01","145","add","rotulo","CODE"
"1635","1","13","-1","20260521","2026-05-21T00:27:10.891Z","G01","145","add","rotulo","G"
"1636","1","13","1","20260521","2026-05-21T13:12:00.836Z","G01","145","add","coluna","Backlog"
"1637","1","13","2","20260521","2026-05-21T13:15:30.245Z","G01","145","add","coluna","Doing"
"1638","1","13","1","20260521","2026-05-21T13:15:30.245Z","G01","145","remove","coluna","Backlog"
"1639","1","13","3","20260521","2026-05-21T17:02:38.892Z","G01","145","add","coluna","Waiting Review"
"1640","1","13","2","20260521","2026-05-21T17:02:38.892Z","G01","145","remove","coluna","Doing"
"1641","1","15","4","20260530","2026-05-30T01:48:17.727Z","G01","145","add","coluna","Review"
"1642","1","15","3","20260530","2026-05-30T01:48:17.727Z","G01","145","remove","coluna","Waiting Review"
"1643","1","15","4","20260612","2026-06-12T00:00:41.143Z","G01","145","remove","coluna","Review"
"1644","1","15","2","20260521","2026-05-21T13:11:11.035Z","G01","146","add","coluna","Doing"
"1645","1","15","-1","20260521","2026-05-21T13:11:21.580Z","G01","146","add","rotulo","G"
"1646","1","16","3","20260521","2026-05-21T14:31:05.108Z","G01","146","add","coluna","Waiting Review"
"1647","1","16","2","20260521","2026-05-21T14:31:05.108Z","G01","146","remove","coluna","Doing"
"1648","1","15","4","20260530","2026-05-30T01:48:16.747Z","G01","146","add","coluna","Review"
"1649","1","15","3","20260530","2026-05-30T01:48:16.747Z","G01","146","remove","coluna","Waiting Review"
"1650","1","15","4","20260614","2026-06-14T16:27:28.331Z","G01","146","remove","coluna","Review"
"1651","1","14","1","20260521","2026-05-21T13:11:47.841Z","G01","147","add","coluna","Backlog"
"1652","1","14","-1","20260521","2026-05-21T13:12:03.305Z","G01","147","add","rotulo","ART.8"
"1653","1","14","-1","20260521","2026-05-21T13:12:03.305Z","G01","147","add","rotulo","CODE"
"1654","1","14","-1","20260521","2026-05-21T13:12:03.305Z","G01","147","add","rotulo","G"
"1655","1","14","2","20260521","2026-05-21T13:12:15.048Z","G01","147","add","coluna","Doing"
"1656","1","14","1","20260521","2026-05-21T13:12:15.048Z","G01","147","remove","coluna","Backlog"
"1657","1","14","3","20260525","2026-05-25T17:12:53.917Z","G01","147","add","coluna","Waiting Review"
"1658","1","14","2","20260525","2026-05-25T17:12:53.917Z","G01","147","remove","coluna","Doing"
"1659","1","15","4","20260530","2026-05-30T01:48:25.292Z","G01","147","add","coluna","Review"
"1660","1","15","3","20260530","2026-05-30T01:48:25.292Z","G01","147","remove","coluna","Waiting Review"
"1661","1","16","4","20260605","2026-06-05T03:36:58.002Z","G01","147","remove","coluna","Review"
"1662","1","16","2","20260521","2026-05-21T13:18:33.448Z","G01","148","add","coluna","Doing"
"1663","1","16","-1","20260521","2026-05-21T13:18:33.448Z","G01","148","add","rotulo","G"
"1664","1","15","3","20260526","2026-05-26T17:29:56.382Z","G01","148","add","coluna","Waiting Review"
"1665","1","15","2","20260526","2026-05-26T17:29:56.382Z","G01","148","remove","coluna","Doing"
"1666","1","15","-1","20260526","2026-05-26T17:30:09.876Z","G01","148","add","rotulo","CODE"
"1667","1","12","4","20260528","2026-05-28T18:14:24.616Z","G01","148","add","coluna","Review"
"1668","1","12","3","20260528","2026-05-28T18:14:24.616Z","G01","148","remove","coluna","Waiting Review"
"1669","1","12","4","20260529","2026-05-29T22:32:28.976Z","G01","148","remove","coluna","Review"
"1670","1","17","-1","20260525","2026-05-25T17:15:17.158Z","G01","149","add","rotulo","CODE"
"1671","1","17","-1","20260525","2026-05-25T17:15:17.158Z","G01","149","add","rotulo","P"
"1672","1","17","1","20260525","2026-05-25T17:15:22.765Z","G01","149","add","coluna","Backlog"
"1673","1","17","2","20260525","2026-05-25T17:15:23.880Z","G01","149","add","coluna","Doing"
"1674","1","17","1","20260525","2026-05-25T17:15:23.880Z","G01","149","remove","coluna","Backlog"
"1675","1","17","3","20260525","2026-05-25T18:30:15.109Z","G01","149","add","coluna","Waiting Review"
"1676","1","17","2","20260525","2026-05-25T18:30:15.109Z","G01","149","remove","coluna","Doing"
"1677","1","15","4","20260530","2026-05-30T01:48:20.349Z","G01","149","add","coluna","Review"
"1678","1","15","3","20260530","2026-05-30T01:48:20.349Z","G01","149","remove","coluna","Waiting Review"
"1679","1","15","4","20260612","2026-06-12T00:00:49.835Z","G01","149","remove","coluna","Review"
"1680","1","14","2","20260525","2026-05-25T17:17:16.472Z","G01","150","add","coluna","Doing"
"1681","1","14","-1","20260525","2026-05-25T17:17:35.806Z","G01","150","add","rotulo","ART.8"
"1682","1","14","-1","20260525","2026-05-25T17:17:35.806Z","G01","150","add","rotulo","CODE"
"1683","1","14","-1","20260525","2026-05-25T17:17:35.806Z","G01","150","add","rotulo","M"
"1684","1","14","3","20260525","2026-05-25T17:17:52.417Z","G01","150","add","coluna","Waiting Review"
"1685","1","14","2","20260525","2026-05-25T17:17:52.417Z","G01","150","remove","coluna","Doing"
"1686","1","14","2","20260525","2026-05-25T17:17:55.410Z","G01","150","add","coluna","Doing"
"1687","1","14","3","20260525","2026-05-25T17:17:55.410Z","G01","150","remove","coluna","Waiting Review"
"1688","1","14","3","20260525","2026-05-25T18:29:46.501Z","G01","150","add","coluna","Waiting Review"
"1689","1","14","2","20260525","2026-05-25T18:29:46.501Z","G01","150","remove","coluna","Doing"
"1690","1","15","4","20260530","2026-05-30T01:48:19.522Z","G01","150","add","coluna","Review"
"1691","1","15","3","20260530","2026-05-30T01:48:19.522Z","G01","150","remove","coluna","Waiting Review"
"1692","1","15","4","20260612","2026-06-12T00:00:46.776Z","G01","150","remove","coluna","Review"
"1693","1","17","-1","20260526","2026-05-26T14:44:40.291Z","G01","151","add","rotulo","CODE"
"1694","1","17","1","20260526","2026-05-26T14:44:45.284Z","G01","151","add","coluna","Backlog"
"1695","1","17","-1","20260526","2026-05-26T14:44:53.437Z","G01","151","add","rotulo","M"
"1696","1","17","2","20260526","2026-05-26T14:44:55.671Z","G01","151","add","coluna","Doing"
"1697","1","17","1","20260526","2026-05-26T14:44:55.671Z","G01","151","remove","coluna","Backlog"
"1698","1","17","3","20260526","2026-05-26T22:28:37.873Z","G01","151","add","coluna","Waiting Review"
"1699","1","17","2","20260526","2026-05-26T22:28:37.873Z","G01","151","remove","coluna","Doing"
"1700","1","15","4","20260530","2026-05-30T01:48:23.452Z","G01","151","add","coluna","Review"
"1701","1","15","3","20260530","2026-05-30T01:48:23.452Z","G01","151","remove","coluna","Waiting Review"
"1702","1","16","4","20260605","2026-06-05T03:36:57.865Z","G01","151","remove","coluna","Review"
"1703","1","17","-1","20260526","2026-05-26T17:37:02.322Z","G01","152","add","rotulo","CODE"
"1704","1","17","1","20260526","2026-05-26T17:37:07.827Z","G01","152","add","coluna","Backlog"
"1705","1","17","2","20260526","2026-05-26T17:37:09.408Z","G01","152","add","coluna","Doing"
"1706","1","17","1","20260526","2026-05-26T17:37:09.408Z","G01","152","remove","coluna","Backlog"
"1707","1","17","-1","20260526","2026-05-26T17:37:23.989Z","G01","152","add","rotulo","M"
"1708","1","17","3","20260526","2026-05-26T22:28:14.213Z","G01","152","add","coluna","Waiting Review"
"1709","1","17","2","20260526","2026-05-26T22:28:14.213Z","G01","152","remove","coluna","Doing"
"1710","1","15","4","20260530","2026-05-30T01:48:21.751Z","G01","152","add","coluna","Review"
"1711","1","15","3","20260530","2026-05-30T01:48:21.751Z","G01","152","remove","coluna","Waiting Review"
"1712","1","15","4","20260612","2026-06-12T00:00:50.650Z","G01","152","remove","coluna","Review"
"1713","1","23","-1","20260527","2026-05-27T13:51:21.797Z","G01","153","add","rotulo","DOCUMENTATION"
"1714","1","23","-1","20260527","2026-05-27T13:51:21.797Z","G01","153","add","rotulo","M"
"1715","1","23","-1","20260527","2026-05-27T13:51:33.937Z","G01","153","add","rotulo","ART.9"
"1716","1","23","1","20260527","2026-05-27T13:52:02.683Z","G01","153","add","coluna","Backlog"
"1717","1","23","2","20260528","2026-05-28T18:35:08.279Z","G01","153","add","coluna","Doing"
"1718","1","23","1","20260528","2026-05-28T18:35:08.279Z","G01","153","remove","coluna","Backlog"
"1719","1","23","3","20260528","2026-05-28T18:35:10.478Z","G01","153","add","coluna","Waiting Review"
"1720","1","23","2","20260528","2026-05-28T18:35:10.478Z","G01","153","remove","coluna","Doing"
"1721","1","15","4","20260530","2026-05-30T01:48:10.635Z","G01","153","add","coluna","Review"
"1722","1","15","3","20260530","2026-05-30T01:48:10.635Z","G01","153","remove","coluna","Waiting Review"
"1723","1","15","4","20260612","2026-06-12T00:00:28.115Z","G01","153","remove","coluna","Review"
"1724","1","15","2","20260526","2026-05-26T18:12:13.949Z","G01","154","add","coluna","Doing"
"1725","1","15","-1","20260526","2026-05-26T18:12:46.797Z","G01","154","add","rotulo","ART.06"
"1726","1","15","-1","20260526","2026-05-26T18:12:46.797Z","G01","154","add","rotulo","DOCUMENTATION"
"1727","1","15","-1","20260526","2026-05-26T18:12:46.797Z","G01","154","add","rotulo","M"
"1728","1","15","3","20260526","2026-05-26T21:14:22.479Z","G01","154","add","coluna","Waiting Review"
"1729","1","15","2","20260526","2026-05-26T21:14:22.479Z","G01","154","remove","coluna","Doing"
"1730","1","12","4","20260528","2026-05-28T03:36:30.651Z","G01","154","add","coluna","Review"
"1731","1","12","3","20260528","2026-05-28T03:36:30.651Z","G01","154","remove","coluna","Waiting Review"
"1732","1","12","4","20260528","2026-05-28T18:13:17.650Z","G01","154","remove","coluna","Review"
"1733","1","14","1","20260526","2026-05-26T18:45:58.238Z","G01","155","add","coluna","Backlog"
"1734","1","14","-1","20260526","2026-05-26T18:46:19.047Z","G01","155","add","rotulo","ART.9"
"1735","1","14","-1","20260526","2026-05-26T18:46:19.047Z","G01","155","add","rotulo","DOCUMENTATION"
"1736","1","14","-1","20260526","2026-05-26T18:46:19.047Z","G01","155","add","rotulo","M"
"1737","1","14","2","20260527","2026-05-27T17:41:41.794Z","G01","155","add","coluna","Doing"
"1738","1","14","1","20260527","2026-05-27T17:41:41.794Z","G01","155","remove","coluna","Backlog"
"1739","1","14","3","20260527","2026-05-27T22:53:39.633Z","G01","155","add","coluna","Waiting Review"
"1740","1","14","2","20260527","2026-05-27T22:53:39.633Z","G01","155","remove","coluna","Doing"
"1741","1","15","4","20260530","2026-05-30T01:49:17.182Z","G01","155","add","coluna","Review"
"1742","1","15","3","20260530","2026-05-30T01:49:17.182Z","G01","155","remove","coluna","Waiting Review"
"1743","1","16","4","20260605","2026-06-05T03:36:57.938Z","G01","155","remove","coluna","Review"
"1744","1","17","-1","20260527","2026-05-27T17:48:49.595Z","G01","156","add","rotulo","CODE"
"1745","1","17","-1","20260527","2026-05-27T17:49:00.271Z","G01","156","add","rotulo","ART.8"
"1746","1","17","-1","20260527","2026-05-27T17:49:07.392Z","G01","156","add","rotulo","G"
"1747","1","17","1","20260527","2026-05-27T17:49:09.841Z","G01","156","add","coluna","Backlog"
"1748","1","17","2","20260527","2026-05-27T17:49:10.612Z","G01","156","add","coluna","Doing"
"1749","1","17","1","20260527","2026-05-27T17:49:10.612Z","G01","156","remove","coluna","Backlog"
"1750","1","17","3","20260528","2026-05-28T17:13:24.106Z","G01","156","add","coluna","Waiting Review"
"1751","1","17","2","20260528","2026-05-28T17:13:24.106Z","G01","156","remove","coluna","Doing"
"1752","1","15","4","20260530","2026-05-30T01:48:12.385Z","G01","156","add","coluna","Review"
"1753","1","15","3","20260530","2026-05-30T01:48:12.385Z","G01","156","remove","coluna","Waiting Review"
"1754","1","15","4","20260612","2026-06-12T00:00:29.311Z","G01","156","remove","coluna","Review"
"1755","1","15","2","20260527","2026-05-27T18:00:38.192Z","G01","157","add","coluna","Doing"
"1756","1","15","-1","20260527","2026-05-27T18:01:02.933Z","G01","157","add","rotulo","CODE"
"1757","1","15","-1","20260527","2026-05-27T18:01:02.933Z","G01","157","add","rotulo","M"
"1758","1","15","-1","20260527","2026-05-27T18:01:25.616Z","G01","157","add","rotulo","ART.9"
"1759","1","15","3","20260527","2026-05-27T18:39:42.934Z","G01","157","add","coluna","Waiting Review"
"1760","1","15","2","20260527","2026-05-27T18:39:42.934Z","G01","157","remove","coluna","Doing"
"1761","1","12","4","20260528","2026-05-28T18:14:07.717Z","G01","157","add","coluna","Review"
"1762","1","12","3","20260528","2026-05-28T18:14:07.717Z","G01","157","remove","coluna","Waiting Review"
"1763","1","12","4","20260529","2026-05-29T22:32:30.760Z","G01","157","remove","coluna","Review"
"1764","1","15","3","20260527","2026-05-27T18:09:47.495Z","G01","158","add","coluna","Waiting Review"
"1765","1","15","-1","20260527","2026-05-27T18:09:59.879Z","G01","158","add","rotulo","ART.9"
"1766","1","15","-1","20260527","2026-05-27T18:09:59.879Z","G01","158","add","rotulo","CODE"
"1767","1","15","-1","20260527","2026-05-27T18:09:59.879Z","G01","158","add","rotulo","P"
"1768","1","15","4","20260527","2026-05-27T18:18:09.972Z","G01","158","add","coluna","Review"
"1769","1","15","3","20260527","2026-05-27T18:18:09.972Z","G01","158","remove","coluna","Waiting Review"
"1770","1","15","3","20260527","2026-05-27T18:18:12.475Z","G01","158","add","coluna","Waiting Review"
"1771","1","15","4","20260527","2026-05-27T18:18:12.475Z","G01","158","remove","coluna","Review"
"1772","1","15","2","20260527","2026-05-27T18:18:16.581Z","G01","158","add","coluna","Doing"
"1773","1","15","3","20260527","2026-05-27T18:18:16.581Z","G01","158","remove","coluna","Waiting Review"
"1774","1","15","3","20260527","2026-05-27T18:39:44.757Z","G01","158","add","coluna","Waiting Review"
"1775","1","15","2","20260527","2026-05-27T18:39:44.757Z","G01","158","remove","coluna","Doing"
"1776","1","12","4","20260528","2026-05-28T18:14:02.620Z","G01","158","add","coluna","Review"
"1777","1","12","3","20260528","2026-05-28T18:14:02.620Z","G01","158","remove","coluna","Waiting Review"
"1778","1","12","4","20260529","2026-05-29T22:32:35.177Z","G01","158","remove","coluna","Review"
"1779","1","15","2","20260527","2026-05-27T18:18:30.592Z","G01","159","add","coluna","Doing"
"1780","1","15","-1","20260527","2026-05-27T18:18:42.771Z","G01","159","add","rotulo","ART.9"
"1781","1","15","-1","20260527","2026-05-27T18:18:42.771Z","G01","159","add","rotulo","CODE"
"1782","1","15","-1","20260527","2026-05-27T18:18:42.771Z","G01","159","add","rotulo","M"
"1783","1","15","3","20260527","2026-05-27T18:32:49.862Z","G01","159","add","coluna","Waiting Review"
"1784","1","15","2","20260527","2026-05-27T18:32:49.862Z","G01","159","remove","coluna","Doing"
"1785","1","12","4","20260528","2026-05-28T18:14:05.200Z","G01","159","add","coluna","Review"
"1786","1","12","3","20260528","2026-05-28T18:14:05.200Z","G01","159","remove","coluna","Waiting Review"
"1787","1","12","4","20260529","2026-05-29T22:32:33.458Z","G01","159","remove","coluna","Review"
"1788","1","17","-1","20260527","2026-05-27T18:23:47.533Z","G01","160","add","rotulo","CODE"
"1789","1","17","-1","20260527","2026-05-27T18:23:47.533Z","G01","160","add","rotulo","M"
"1790","1","17","1","20260527","2026-05-27T18:24:00.022Z","G01","160","add","coluna","Backlog"
"1791","1","17","2","20260527","2026-05-27T18:24:01.239Z","G01","160","add","coluna","Doing"
"1792","1","17","1","20260527","2026-05-27T18:24:01.239Z","G01","160","remove","coluna","Backlog"
"1793","1","17","3","20260528","2026-05-28T17:13:22.829Z","G01","160","add","coluna","Waiting Review"
"1794","1","17","2","20260528","2026-05-28T17:13:22.829Z","G01","160","remove","coluna","Doing"
"1795","1","15","4","20260530","2026-05-30T01:48:29.764Z","G01","160","add","coluna","Review"
"1796","1","15","3","20260530","2026-05-30T01:48:29.764Z","G01","160","remove","coluna","Waiting Review"
"1797","1","16","4","20260605","2026-06-05T03:36:57.977Z","G01","160","remove","coluna","Review"
"1798","1","15","2","20260527","2026-05-27T18:42:47.166Z","G01","161","add","coluna","Doing"
"1799","1","15","-1","20260527","2026-05-27T18:42:59.722Z","G01","161","add","rotulo","ART.9"
"1800","1","15","-1","20260527","2026-05-27T18:42:59.722Z","G01","161","add","rotulo","CODE"
"1801","1","15","-1","20260527","2026-05-27T18:42:59.722Z","G01","161","add","rotulo","M"
"1802","1","15","3","20260528","2026-05-28T17:19:34.053Z","G01","161","add","coluna","Waiting Review"
"1803","1","15","2","20260528","2026-05-28T17:19:34.053Z","G01","161","remove","coluna","Doing"
"1804","1","12","4","20260528","2026-05-28T18:13:34.941Z","G01","161","add","coluna","Review"
"1805","1","12","3","20260528","2026-05-28T18:13:34.941Z","G01","161","remove","coluna","Waiting Review"
"1806","1","12","4","20260529","2026-05-29T22:32:37.207Z","G01","161","remove","coluna","Review"
"1807","1","14","1","20260527","2026-05-27T23:04:48.376Z","G01","162","add","coluna","Backlog"
"1808","1","14","-1","20260527","2026-05-27T23:05:04.154Z","G01","162","add","rotulo","ART.8"
"1809","1","14","-1","20260527","2026-05-27T23:05:04.154Z","G01","162","add","rotulo","CODE"
"1810","1","14","-1","20260527","2026-05-27T23:05:04.154Z","G01","162","add","rotulo","G"
"1811","1","14","2","20260528","2026-05-28T00:29:21.457Z","G01","162","add","coluna","Doing"
"1812","1","14","1","20260528","2026-05-28T00:29:21.457Z","G01","162","remove","coluna","Backlog"
"1813","1","14","3","20260528","2026-05-28T02:46:04.146Z","G01","162","add","coluna","Waiting Review"
"1814","1","14","2","20260528","2026-05-28T02:46:04.146Z","G01","162","remove","coluna","Doing"
"1815","1","15","4","20260530","2026-05-30T01:49:16.171Z","G01","162","add","coluna","Review"
"1816","1","15","3","20260530","2026-05-30T01:49:16.171Z","G01","162","remove","coluna","Waiting Review"
"1817","1","16","4","20260605","2026-06-05T03:36:57.867Z","G01","162","remove","coluna","Review"
"1818","1","14","1","20260528","2026-05-28T12:35:16.478Z","G01","163","add","coluna","Backlog"
"1819","1","14","-1","20260528","2026-05-28T12:36:20.479Z","G01","163","add","rotulo","ART.8"
"1820","1","14","-1","20260528","2026-05-28T12:36:20.479Z","G01","163","add","rotulo","CODE"
"1821","1","14","-1","20260528","2026-05-28T12:36:20.479Z","G01","163","add","rotulo","G"
"1822","1","14","2","20260528","2026-05-28T17:56:50.041Z","G01","163","add","coluna","Doing"
"1823","1","14","1","20260528","2026-05-28T17:56:50.041Z","G01","163","remove","coluna","Backlog"
"1824","1","14","3","20260528","2026-05-28T20:00:59.828Z","G01","163","add","coluna","Waiting Review"
"1825","1","14","2","20260528","2026-05-28T20:00:59.828Z","G01","163","remove","coluna","Doing"
"1826","1","15","4","20260530","2026-05-30T01:48:11.461Z","G01","163","add","coluna","Review"
"1827","1","15","3","20260530","2026-05-30T01:48:11.461Z","G01","163","remove","coluna","Waiting Review"
"1828","1","15","4","20260612","2026-06-12T00:00:15.448Z","G01","163","remove","coluna","Review"
"1829","1","17","-1","20260528","2026-05-28T17:13:59.537Z","G01","164","add","rotulo","G"
"1830","1","17","-1","20260528","2026-05-28T17:14:09.488Z","G01","164","add","rotulo","CODE"
"1831","1","17","1","20260528","2026-05-28T17:14:11.612Z","G01","164","add","coluna","Backlog"
"1832","1","17","2","20260528","2026-05-28T17:14:12.953Z","G01","164","add","coluna","Doing"
"1833","1","17","1","20260528","2026-05-28T17:14:12.953Z","G01","164","remove","coluna","Backlog"
"1834","1","17","3","20260529","2026-05-29T11:52:52.048Z","G01","164","add","coluna","Waiting Review"
"1835","1","17","2","20260529","2026-05-29T11:52:52.048Z","G01","164","remove","coluna","Doing"
"1836","1","15","4","20260530","2026-05-30T01:48:06.306Z","G01","164","add","coluna","Review"
"1837","1","15","3","20260530","2026-05-30T01:48:06.306Z","G01","164","remove","coluna","Waiting Review"
"1838","1","15","4","20260611","2026-06-11T23:59:47.607Z","G01","164","remove","coluna","Review"
"1839","1","15","2","20260528","2026-05-28T17:19:54.085Z","G01","165","add","coluna","Doing"
"1840","1","15","-1","20260528","2026-05-28T17:20:12.668Z","G01","165","add","rotulo","DOCUMENTATION"
"1841","1","15","-1","20260528","2026-05-28T17:20:12.668Z","G01","165","add","rotulo","M"
"1842","1","15","3","20260528","2026-05-28T23:05:22.681Z","G01","165","add","coluna","Waiting Review"
"1843","1","15","2","20260528","2026-05-28T23:05:22.681Z","G01","165","remove","coluna","Doing"
"1844","1","12","4","20260530","2026-05-30T05:02:36.633Z","G01","165","add","coluna","Review"
"1845","1","12","3","20260530","2026-05-30T05:02:36.633Z","G01","165","remove","coluna","Waiting Review"
"1846","1","12","4","20260601","2026-06-01T14:32:53.358Z","G01","165","remove","coluna","Review"
"1847","1","23","1","20260528","2026-05-28T18:35:30.046Z","G01","166","add","coluna","Backlog"
"1848","1","23","-1","20260528","2026-05-28T18:35:59.912Z","G01","166","add","rotulo","ART.9"
"1849","1","23","-1","20260528","2026-05-28T18:35:59.912Z","G01","166","add","rotulo","DOCUMENTATION"
"1850","1","23","-1","20260528","2026-05-28T18:35:59.912Z","G01","166","add","rotulo","SIZE_P"
"1851","1","12","-1","20260601","2026-06-01T17:09:25.719Z","G01","166","add","rotulo","BUG"
"1852","1","12","2","20260601","2026-06-01T17:15:50.507Z","G01","166","add","coluna","Doing"
"1853","1","12","1","20260601","2026-06-01T17:15:50.507Z","G01","166","remove","coluna","Backlog"
"1854","1","12","3","20260601","2026-06-01T17:16:02.200Z","G01","166","add","coluna","Waiting Review"
"1855","1","12","2","20260601","2026-06-01T17:16:02.200Z","G01","166","remove","coluna","Doing"
"1856","1","12","4","20260601","2026-06-01T17:18:51.801Z","G01","166","add","coluna","Review"
"1857","1","12","3","20260601","2026-06-01T17:18:51.801Z","G01","166","remove","coluna","Waiting Review"
"1858","1","12","4","20260601","2026-06-01T17:19:06.706Z","G01","166","remove","coluna","Review"
"1859","1","14","1","20260528","2026-05-28T20:12:52.777Z","G01","167","add","coluna","Backlog"
"1860","1","14","-1","20260528","2026-05-28T20:13:12.195Z","G01","167","add","rotulo","ART.8"
"1861","1","14","-1","20260528","2026-05-28T20:13:12.195Z","G01","167","add","rotulo","CODE"
"1862","1","14","-1","20260528","2026-05-28T20:13:12.195Z","G01","167","add","rotulo","M"
"1863","1","14","2","20260528","2026-05-28T20:13:26.417Z","G01","167","add","coluna","Doing"
"1864","1","14","1","20260528","2026-05-28T20:13:26.417Z","G01","167","remove","coluna","Backlog"
"1865","1","14","3","20260528","2026-05-28T23:30:20.154Z","G01","167","add","coluna","Waiting Review"
"1866","1","14","2","20260528","2026-05-28T23:30:20.154Z","G01","167","remove","coluna","Doing"
"1867","1","15","4","20260530","2026-05-30T01:48:08.872Z","G01","167","add","coluna","Review"
"1868","1","15","3","20260530","2026-05-30T01:48:08.872Z","G01","167","remove","coluna","Waiting Review"
"1869","1","15","4","20260612","2026-06-12T00:00:08.348Z","G01","167","remove","coluna","Review"
"1870","1","17","-1","20260529","2026-05-29T11:53:55.351Z","G01","168","add","rotulo","CODE"
"1871","1","17","-1","20260529","2026-05-29T11:53:55.351Z","G01","168","add","rotulo","G"
"1872","1","17","1","20260529","2026-05-29T11:54:05.549Z","G01","168","add","coluna","Backlog"
"1873","1","17","2","20260529","2026-05-29T11:54:06.754Z","G01","168","add","coluna","Doing"
"1874","1","17","1","20260529","2026-05-29T11:54:06.754Z","G01","168","remove","coluna","Backlog"
"1875","1","17","3","20260530","2026-05-30T01:29:40.429Z","G01","168","add","coluna","Waiting Review"
"1876","1","17","2","20260530","2026-05-30T01:29:40.429Z","G01","168","remove","coluna","Doing"
"1877","1","15","4","20260530","2026-05-30T01:48:05.169Z","G01","168","add","coluna","Review"
"1878","1","15","3","20260530","2026-05-30T01:48:05.169Z","G01","168","remove","coluna","Waiting Review"
"1879","1","15","4","20260611","2026-06-11T23:59:40.443Z","G01","168","remove","coluna","Review"
"1880","1","14","1","20260529","2026-05-29T16:19:30.811Z","G01","169","add","coluna","Backlog"
"1881","1","14","-1","20260529","2026-05-29T16:19:51.471Z","G01","169","add","rotulo","ART.8"
"1882","1","14","-1","20260529","2026-05-29T16:19:51.471Z","G01","169","add","rotulo","CODE"
"1883","1","14","-1","20260529","2026-05-29T16:19:51.471Z","G01","169","add","rotulo","M"
"1884","1","14","2","20260529","2026-05-29T16:20:03.484Z","G01","169","add","coluna","Doing"
"1885","1","14","1","20260529","2026-05-29T16:20:03.484Z","G01","169","remove","coluna","Backlog"
"1886","1","14","3","20260529","2026-05-29T22:22:26.770Z","G01","169","add","coluna","Waiting Review"
"1887","1","14","2","20260529","2026-05-29T22:22:26.770Z","G01","169","remove","coluna","Doing"
"1888","1","15","4","20260530","2026-05-30T01:48:02.340Z","G01","169","add","coluna","Review"
"1889","1","15","3","20260530","2026-05-30T01:48:02.340Z","G01","169","remove","coluna","Waiting Review"
"1890","1","15","4","20260611","2026-06-11T23:59:32.001Z","G01","169","remove","coluna","Review"
"1891","1","14","1","20260529","2026-05-29T18:42:30.548Z","G01","170","add","coluna","Backlog"
"1892","1","14","-1","20260529","2026-05-29T18:42:46.762Z","G01","170","add","rotulo","ART.9"
"1893","1","14","-1","20260529","2026-05-29T18:42:46.762Z","G01","170","add","rotulo","DOCUMENTATION"
"1894","1","14","2","20260529","2026-05-29T18:42:57.816Z","G01","170","add","coluna","Doing"
"1895","1","14","1","20260529","2026-05-29T18:42:57.816Z","G01","170","remove","coluna","Backlog"
"1896","1","14","3","20260529","2026-05-29T22:22:20.246Z","G01","170","add","coluna","Waiting Review"
"1897","1","14","2","20260529","2026-05-29T22:22:20.246Z","G01","170","remove","coluna","Doing"
"1898","1","14","2","20260529","2026-05-29T22:22:22.902Z","G01","170","add","coluna","Doing"
"1899","1","14","3","20260529","2026-05-29T22:22:22.902Z","G01","170","remove","coluna","Waiting Review"
"1900","1","14","3","20260529","2026-05-29T22:22:25.182Z","G01","170","add","coluna","Waiting Review"
"1901","1","14","2","20260529","2026-05-29T22:22:25.182Z","G01","170","remove","coluna","Doing"
