"sk_data","data","ano","trimestre","mes","nome_mes","dia","dia_semana_num","nome_dia_semana","eh_fim_de_semana"
"20230102","2023-01-02","2023","1","1","Janeiro","2","1","Segunda-feira","0"
"20230103","2023-01-03","2023","1","1","Janeiro","3","2","Terca-feira","0"
"20230104","2023-01-04","2023","1","1","Janeiro","4","3","Quarta-feira","0"
"20230105","2023-01-05","2023","1","1","Janeiro","5","4","Quinta-feira","0"
"20230106","2023-01-06","2023","1","1","Janeiro","6","5","Sexta-feira","0"
"20230107","2023-01-07","2023","1","1","Janeiro","7","6","Sabado","1"
"20230108","2023-01-08","2023","1","1","Janeiro","8","0","Domingo","1"
"20230109","2023-01-09","2023","1","1","Janeiro","9","1","Segunda-feira","0"
"20230110","2023-01-10","2023","1","1","Janeiro","10","2","Terca-feira","0"
"20230111","2023-01-11","2023","1","1","Janeiro","11","3","Quarta-feira","0"
"20230112","2023-01-12","2023","1","1","Janeiro","12","4","Quinta-feira","0"
"20230113","2023-01-13","2023","1","1","Janeiro","13","5","Sexta-feira","0"
"20230114","2023-01-14","2023","1","1","Janeiro","14","6","Sabado","1"
"20230115","2023-01-15","2023","1","1","Janeiro","15","0","Domingo","1"
"20230116","2023-01-16","2023","1","1","Janeiro","16","1","Segunda-feira","0"
"20230117","2023-01-17","2023","1","1","Janeiro","17","2","Terca-feira","0"
"20230118","2023-01-18","2023","1","1","Janeiro","18","3","Quarta-feira","0"
"20230119","2023-01-19","2023","1","1","Janeiro","19","4","Quinta-feira","0"
"20230120","2023-01-20","2023","1","1","Janeiro","20","5","Sexta-feira","0"
"20230121","2023-01-21","2023","1","1","Janeiro","21","6","Sabado","1"
"20230122","2023-01-22","2023","1","1","Janeiro","22","0","Domingo","1"
"20230123","2023-01-23","2023","1","1","Janeiro","23","1","Segunda-feira","0"
"20230124","2023-01-24","2023","1","1","Janeiro","24","2","Terca-feira","0"
"20230125","2023-01-25","2023","1","1","Janeiro","25","3","Quarta-feira","0"
"20230126","2023-01-26","2023","1","1","Janeiro","26","4","Quinta-feira","0"
"20230127","2023-01-27","2023","1","1","Janeiro","27","5","Sexta-feira","0"
"20230128","2023-01-28","2023","1","1","Janeiro","28","6","Sabado","1"
"20230129","2023-01-29","2023","1","1","Janeiro","29","0","Domingo","1"
"20230130","2023-01-30","2023","1","1","Janeiro","30","1","Segunda-feira","0"
"20230131","2023-01-31","2023","1","1","Janeiro","31","2","Terca-feira","0"
"20230201","2023-02-01","2023","1","2","Fevereiro","1","3","Quarta-feira","0"
"20230202","2023-02-02","2023","1","2","Fevereiro","2","4","Quinta-feira","0"
"20230203","2023-02-03","2023","1","2","Fevereiro","3","5","Sexta-feira","0"
"20230204","2023-02-04","2023","1","2","Fevereiro","4","6","Sabado","1"
"20230205","2023-02-05","2023","1","2","Fevereiro","5","0","Domingo","1"
"20230206","2023-02-06","2023","1","2","Fevereiro","6","1","Segunda-feira","0"
"20230207","2023-02-07","2023","1","2","Fevereiro","7","2","Terca-feira","0"
"20230208","2023-02-08","2023","1","2","Fevereiro","8","3","Quarta-feira","0"
"20230209","2023-02-09","2023","1","2","Fevereiro","9","4","Quinta-feira","0"
"20230210","2023-02-10","2023","1","2","Fevereiro","10","5","Sexta-feira","0"
"20230211","2023-02-11","2023","1","2","Fevereiro","11","6","Sabado","1"
"20230212","2023-02-12","2023","1","2","Fevereiro","12","0","Domingo","1"
"20230213","2023-02-13","2023","1","2","Fevereiro","13","1","Segunda-feira","0"
"20230214","2023-02-14","2023","1","2","Fevereiro","14","2","Terca-feira","0"
"20230215","2023-02-15","2023","1","2","Fevereiro","15","3","Quarta-feira","0"
"20230216","2023-02-16","2023","1","2","Fevereiro","16","4","Quinta-feira","0"
"20230217","2023-02-17","2023","1","2","Fevereiro","17","5","Sexta-feira","0"
"20230218","2023-02-18","2023","1","2","Fevereiro","18","6","Sabado","1"
"20230219","2023-02-19","2023","1","2","Fevereiro","19","0","Domingo","1"
"20230220","2023-02-20","2023","1","2","Fevereiro","20","1","Segunda-feira","0"
"20230221","2023-02-21","2023","1","2","Fevereiro","21","2","Terca-feira","0"
"20230222","2023-02-22","2023","1","2","Fevereiro","22","3","Quarta-feira","0"
"20230223","2023-02-23","2023","1","2","Fevereiro","23","4","Quinta-feira","0"
"20230224","2023-02-24","2023","1","2","Fevereiro","24","5","Sexta-feira","0"
"20230225","2023-02-25","2023","1","2","Fevereiro","25","6","Sabado","1"
"20230226","2023-02-26","2023","1","2","Fevereiro","26","0","Domingo","1"
"20230227","2023-02-27","2023","1","2","Fevereiro","27","1","Segunda-feira","0"
"20230228","2023-02-28","2023","1","2","Fevereiro","28","2","Terca-feira","0"
"20230301","2023-03-01","2023","1","3","Marco","1","3","Quarta-feira","0"
"20230302","2023-03-02","2023","1","3","Marco","2","4","Quinta-feira","0"
"20230303","2023-03-03","2023","1","3","Marco","3","5","Sexta-feira","0"
"20230304","2023-03-04","2023","1","3","Marco","4","6","Sabado","1"
"20230305","2023-03-05","2023","1","3","Marco","5","0","Domingo","1"
"20230306","2023-03-06","2023","1","3","Marco","6","1","Segunda-feira","0"
"20230307","2023-03-07","2023","1","3","Marco","7","2","Terca-feira","0"
"20230308","2023-03-08","2023","1","3","Marco","8","3","Quarta-feira","0"
"20230309","2023-03-09","2023","1","3","Marco","9","4","Quinta-feira","0"
"20230310","2023-03-10","2023","1","3","Marco","10","5","Sexta-feira","0"
"20230311","2023-03-11","2023","1","3","Marco","11","6","Sabado","1"
"20230312","2023-03-12","2023","1","3","Marco","12","0","Domingo","1"
"20230313","2023-03-13","2023","1","3","Marco","13","1","Segunda-feira","0"
"20230314","2023-03-14","2023","1","3","Marco","14","2","Terca-feira","0"
"20230315","2023-03-15","2023","1","3","Marco","15","3","Quarta-feira","0"
"20230316","2023-03-16","2023","1","3","Marco","16","4","Quinta-feira","0"
"20230317","2023-03-17","2023","1","3","Marco","17","5","Sexta-feira","0"
"20230318","2023-03-18","2023","1","3","Marco","18","6","Sabado","1"
"20230319","2023-03-19","2023","1","3","Marco","19","0","Domingo","1"
"20230320","2023-03-20","2023","1","3","Marco","20","1","Segunda-feira","0"
"20230321","2023-03-21","2023","1","3","Marco","21","2","Terca-feira","0"
"20230322","2023-03-22","2023","1","3","Marco","22","3","Quarta-feira","0"
"20230323","2023-03-23","2023","1","3","Marco","23","4","Quinta-feira","0"
"20230324","2023-03-24","2023","1","3","Marco","24","5","Sexta-feira","0"
"20230325","2023-03-25","2023","1","3","Marco","25","6","Sabado","1"
"20230326","2023-03-26","2023","1","3","Marco","26","0","Domingo","1"
"20230327","2023-03-27","2023","1","3","Marco","27","1","Segunda-feira","0"
"20230328","2023-03-28","2023","1","3","Marco","28","2","Terca-feira","0"
"20230329","2023-03-29","2023","1","3","Marco","29","3","Quarta-feira","0"
"20230330","2023-03-30","2023","1","3","Marco","30","4","Quinta-feira","0"
"20230331","2023-03-31","2023","1","3","Marco","31","5","Sexta-feira","0"
"20230401","2023-04-01","2023","2","4","Abril","1","6","Sabado","1"
"20230402","2023-04-02","2023","2","4","Abril","2","0","Domingo","1"
"20230403","2023-04-03","2023","2","4","Abril","3","1","Segunda-feira","0"
"20230404","2023-04-04","2023","2","4","Abril","4","2","Terca-feira","0"
"20230405","2023-04-05","2023","2","4","Abril","5","3","Quarta-feira","0"
"20230406","2023-04-06","2023","2","4","Abril","6","4","Quinta-feira","0"
"20230407","2023-04-07","2023","2","4","Abril","7","5","Sexta-feira","0"
"20230408","2023-04-08","2023","2","4","Abril","8","6","Sabado","1"
"20230409","2023-04-09","2023","2","4","Abril","9","0","Domingo","1"
"20230410","2023-04-10","2023","2","4","Abril","10","1","Segunda-feira","0"
"20230411","2023-04-11","2023","2","4","Abril","11","2","Terca-feira","0"
"20230412","2023-04-12","2023","2","4","Abril","12","3","Quarta-feira","0"
"20230413","2023-04-13","2023","2","4","Abril","13","4","Quinta-feira","0"
"20230414","2023-04-14","2023","2","4","Abril","14","5","Sexta-feira","0"
"20230415","2023-04-15","2023","2","4","Abril","15","6","Sabado","1"
"20230416","2023-04-16","2023","2","4","Abril","16","0","Domingo","1"
"20230417","2023-04-17","2023","2","4","Abril","17","1","Segunda-feira","0"
"20230418","2023-04-18","2023","2","4","Abril","18","2","Terca-feira","0"
"20230419","2023-04-19","2023","2","4","Abril","19","3","Quarta-feira","0"
"20230420","2023-04-20","2023","2","4","Abril","20","4","Quinta-feira","0"
"20230421","2023-04-21","2023","2","4","Abril","21","5","Sexta-feira","0"
"20230422","2023-04-22","2023","2","4","Abril","22","6","Sabado","1"
"20230423","2023-04-23","2023","2","4","Abril","23","0","Domingo","1"
"20230424","2023-04-24","2023","2","4","Abril","24","1","Segunda-feira","0"
"20230425","2023-04-25","2023","2","4","Abril","25","2","Terca-feira","0"
"20230426","2023-04-26","2023","2","4","Abril","26","3","Quarta-feira","0"
"20230427","2023-04-27","2023","2","4","Abril","27","4","Quinta-feira","0"
"20230428","2023-04-28","2023","2","4","Abril","28","5","Sexta-feira","0"
"20230429","2023-04-29","2023","2","4","Abril","29","6","Sabado","1"
"20230430","2023-04-30","2023","2","4","Abril","30","0","Domingo","1"
"20230501","2023-05-01","2023","2","5","Maio","1","1","Segunda-feira","0"
"20230502","2023-05-02","2023","2","5","Maio","2","2","Terca-feira","0"
"20230503","2023-05-03","2023","2","5","Maio","3","3","Quarta-feira","0"
"20230504","2023-05-04","2023","2","5","Maio","4","4","Quinta-feira","0"
"20230505","2023-05-05","2023","2","5","Maio","5","5","Sexta-feira","0"
"20230506","2023-05-06","2023","2","5","Maio","6","6","Sabado","1"
"20230507","2023-05-07","2023","2","5","Maio","7","0","Domingo","1"
"20230508","2023-05-08","2023","2","5","Maio","8","1","Segunda-feira","0"
"20230509","2023-05-09","2023","2","5","Maio","9","2","Terca-feira","0"
"20230510","2023-05-10","2023","2","5","Maio","10","3","Quarta-feira","0"
"20230511","2023-05-11","2023","2","5","Maio","11","4","Quinta-feira","0"
"20230512","2023-05-12","2023","2","5","Maio","12","5","Sexta-feira","0"
"20230513","2023-05-13","2023","2","5","Maio","13","6","Sabado","1"
"20230514","2023-05-14","2023","2","5","Maio","14","0","Domingo","1"
"20230515","2023-05-15","2023","2","5","Maio","15","1","Segunda-feira","0"
"20230516","2023-05-16","2023","2","5","Maio","16","2","Terca-feira","0"
"20230517","2023-05-17","2023","2","5","Maio","17","3","Quarta-feira","0"
"20230518","2023-05-18","2023","2","5","Maio","18","4","Quinta-feira","0"
"20230519","2023-05-19","2023","2","5","Maio","19","5","Sexta-feira","0"
"20230520","2023-05-20","2023","2","5","Maio","20","6","Sabado","1"
"20230521","2023-05-21","2023","2","5","Maio","21","0","Domingo","1"
"20230522","2023-05-22","2023","2","5","Maio","22","1","Segunda-feira","0"
"20230523","2023-05-23","2023","2","5","Maio","23","2","Terca-feira","0"
"20230524","2023-05-24","2023","2","5","Maio","24","3","Quarta-feira","0"
"20230525","2023-05-25","2023","2","5","Maio","25","4","Quinta-feira","0"
"20230526","2023-05-26","2023","2","5","Maio","26","5","Sexta-feira","0"
"20230527","2023-05-27","2023","2","5","Maio","27","6","Sabado","1"
"20230528","2023-05-28","2023","2","5","Maio","28","0","Domingo","1"
"20230529","2023-05-29","2023","2","5","Maio","29","1","Segunda-feira","0"
"20230530","2023-05-30","2023","2","5","Maio","30","2","Terca-feira","0"
"20230531","2023-05-31","2023","2","5","Maio","31","3","Quarta-feira","0"
"20230601","2023-06-01","2023","2","6","Junho","1","4","Quinta-feira","0"
"20230602","2023-06-02","2023","2","6","Junho","2","5","Sexta-feira","0"
"20230603","2023-06-03","2023","2","6","Junho","3","6","Sabado","1"
"20230604","2023-06-04","2023","2","6","Junho","4","0","Domingo","1"
"20230605","2023-06-05","2023","2","6","Junho","5","1","Segunda-feira","0"
"20230606","2023-06-06","2023","2","6","Junho","6","2","Terca-feira","0"
"20230607","2023-06-07","2023","2","6","Junho","7","3","Quarta-feira","0"
"20230608","2023-06-08","2023","2","6","Junho","8","4","Quinta-feira","0"
"20230609","2023-06-09","2023","2","6","Junho","9","5","Sexta-feira","0"
"20230610","2023-06-10","2023","2","6","Junho","10","6","Sabado","1"
"20230611","2023-06-11","2023","2","6","Junho","11","0","Domingo","1"
"20230612","2023-06-12","2023","2","6","Junho","12","1","Segunda-feira","0"
"20230613","2023-06-13","2023","2","6","Junho","13","2","Terca-feira","0"
"20230614","2023-06-14","2023","2","6","Junho","14","3","Quarta-feira","0"
"20230615","2023-06-15","2023","2","6","Junho","15","4","Quinta-feira","0"
"20230616","2023-06-16","2023","2","6","Junho","16","5","Sexta-feira","0"
"20230617","2023-06-17","2023","2","6","Junho","17","6","Sabado","1"
"20230618","2023-06-18","2023","2","6","Junho","18","0","Domingo","1"
"20230619","2023-06-19","2023","2","6","Junho","19","1","Segunda-feira","0"
"20230620","2023-06-20","2023","2","6","Junho","20","2","Terca-feira","0"
"20230621","2023-06-21","2023","2","6","Junho","21","3","Quarta-feira","0"
"20230622","2023-06-22","2023","2","6","Junho","22","4","Quinta-feira","0"
"20230623","2023-06-23","2023","2","6","Junho","23","5","Sexta-feira","0"
"20230624","2023-06-24","2023","2","6","Junho","24","6","Sabado","1"
"20230625","2023-06-25","2023","2","6","Junho","25","0","Domingo","1"
"20230626","2023-06-26","2023","2","6","Junho","26","1","Segunda-feira","0"
"20230627","2023-06-27","2023","2","6","Junho","27","2","Terca-feira","0"
"20230628","2023-06-28","2023","2","6","Junho","28","3","Quarta-feira","0"
"20230629","2023-06-29","2023","2","6","Junho","29","4","Quinta-feira","0"
"20230630","2023-06-30","2023","2","6","Junho","30","5","Sexta-feira","0"
"20230701","2023-07-01","2023","3","7","Julho","1","6","Sabado","1"
"20230702","2023-07-02","2023","3","7","Julho","2","0","Domingo","1"
"20230703","2023-07-03","2023","3","7","Julho","3","1","Segunda-feira","0"
"20230704","2023-07-04","2023","3","7","Julho","4","2","Terca-feira","0"
"20230705","2023-07-05","2023","3","7","Julho","5","3","Quarta-feira","0"
"20230706","2023-07-06","2023","3","7","Julho","6","4","Quinta-feira","0"
"20230707","2023-07-07","2023","3","7","Julho","7","5","Sexta-feira","0"
"20230708","2023-07-08","2023","3","7","Julho","8","6","Sabado","1"
"20230709","2023-07-09","2023","3","7","Julho","9","0","Domingo","1"
"20230710","2023-07-10","2023","3","7","Julho","10","1","Segunda-feira","0"
"20230711","2023-07-11","2023","3","7","Julho","11","2","Terca-feira","0"
"20230712","2023-07-12","2023","3","7","Julho","12","3","Quarta-feira","0"
"20230713","2023-07-13","2023","3","7","Julho","13","4","Quinta-feira","0"
"20230714","2023-07-14","2023","3","7","Julho","14","5","Sexta-feira","0"
"20230715","2023-07-15","2023","3","7","Julho","15","6","Sabado","1"
"20230716","2023-07-16","2023","3","7","Julho","16","0","Domingo","1"
"20230717","2023-07-17","2023","3","7","Julho","17","1","Segunda-feira","0"
"20230718","2023-07-18","2023","3","7","Julho","18","2","Terca-feira","0"
"20230719","2023-07-19","2023","3","7","Julho","19","3","Quarta-feira","0"
"20230720","2023-07-20","2023","3","7","Julho","20","4","Quinta-feira","0"
"20230721","2023-07-21","2023","3","7","Julho","21","5","Sexta-feira","0"
"20230722","2023-07-22","2023","3","7","Julho","22","6","Sabado","1"
"20230723","2023-07-23","2023","3","7","Julho","23","0","Domingo","1"
"20230724","2023-07-24","2023","3","7","Julho","24","1","Segunda-feira","0"
"20230725","2023-07-25","2023","3","7","Julho","25","2","Terca-feira","0"
"20230726","2023-07-26","2023","3","7","Julho","26","3","Quarta-feira","0"
"20230727","2023-07-27","2023","3","7","Julho","27","4","Quinta-feira","0"
"20230728","2023-07-28","2023","3","7","Julho","28","5","Sexta-feira","0"
"20230729","2023-07-29","2023","3","7","Julho","29","6","Sabado","1"
"20230730","2023-07-30","2023","3","7","Julho","30","0","Domingo","1"
"20230731","2023-07-31","2023","3","7","Julho","31","1","Segunda-feira","0"
"20230801","2023-08-01","2023","3","8","Agosto","1","2","Terca-feira","0"
"20230802","2023-08-02","2023","3","8","Agosto","2","3","Quarta-feira","0"
"20230803","2023-08-03","2023","3","8","Agosto","3","4","Quinta-feira","0"
"20230804","2023-08-04","2023","3","8","Agosto","4","5","Sexta-feira","0"
"20230805","2023-08-05","2023","3","8","Agosto","5","6","Sabado","1"
"20230806","2023-08-06","2023","3","8","Agosto","6","0","Domingo","1"
"20230807","2023-08-07","2023","3","8","Agosto","7","1","Segunda-feira","0"
"20230808","2023-08-08","2023","3","8","Agosto","8","2","Terca-feira","0"
"20230809","2023-08-09","2023","3","8","Agosto","9","3","Quarta-feira","0"
"20230810","2023-08-10","2023","3","8","Agosto","10","4","Quinta-feira","0"
"20230811","2023-08-11","2023","3","8","Agosto","11","5","Sexta-feira","0"
"20230812","2023-08-12","2023","3","8","Agosto","12","6","Sabado","1"
"20230813","2023-08-13","2023","3","8","Agosto","13","0","Domingo","1"
"20230814","2023-08-14","2023","3","8","Agosto","14","1","Segunda-feira","0"
"20230815","2023-08-15","2023","3","8","Agosto","15","2","Terca-feira","0"
"20230816","2023-08-16","2023","3","8","Agosto","16","3","Quarta-feira","0"
"20230817","2023-08-17","2023","3","8","Agosto","17","4","Quinta-feira","0"
"20230818","2023-08-18","2023","3","8","Agosto","18","5","Sexta-feira","0"
"20230819","2023-08-19","2023","3","8","Agosto","19","6","Sabado","1"
"20230820","2023-08-20","2023","3","8","Agosto","20","0","Domingo","1"
"20230821","2023-08-21","2023","3","8","Agosto","21","1","Segunda-feira","0"
"20230822","2023-08-22","2023","3","8","Agosto","22","2","Terca-feira","0"
"20230823","2023-08-23","2023","3","8","Agosto","23","3","Quarta-feira","0"
"20230824","2023-08-24","2023","3","8","Agosto","24","4","Quinta-feira","0"
"20230825","2023-08-25","2023","3","8","Agosto","25","5","Sexta-feira","0"
"20230826","2023-08-26","2023","3","8","Agosto","26","6","Sabado","1"
"20230827","2023-08-27","2023","3","8","Agosto","27","0","Domingo","1"
"20230828","2023-08-28","2023","3","8","Agosto","28","1","Segunda-feira","0"
"20230829","2023-08-29","2023","3","8","Agosto","29","2","Terca-feira","0"
"20230830","2023-08-30","2023","3","8","Agosto","30","3","Quarta-feira","0"
"20230831","2023-08-31","2023","3","8","Agosto","31","4","Quinta-feira","0"
"20230901","2023-09-01","2023","3","9","Setembro","1","5","Sexta-feira","0"
"20230902","2023-09-02","2023","3","9","Setembro","2","6","Sabado","1"
"20230903","2023-09-03","2023","3","9","Setembro","3","0","Domingo","1"
"20230904","2023-09-04","2023","3","9","Setembro","4","1","Segunda-feira","0"
"20230905","2023-09-05","2023","3","9","Setembro","5","2","Terca-feira","0"
"20230906","2023-09-06","2023","3","9","Setembro","6","3","Quarta-feira","0"
"20230907","2023-09-07","2023","3","9","Setembro","7","4","Quinta-feira","0"
"20230908","2023-09-08","2023","3","9","Setembro","8","5","Sexta-feira","0"
"20230909","2023-09-09","2023","3","9","Setembro","9","6","Sabado","1"
"20230910","2023-09-10","2023","3","9","Setembro","10","0","Domingo","1"
"20230911","2023-09-11","2023","3","9","Setembro","11","1","Segunda-feira","0"
"20230912","2023-09-12","2023","3","9","Setembro","12","2","Terca-feira","0"
"20230913","2023-09-13","2023","3","9","Setembro","13","3","Quarta-feira","0"
"20230914","2023-09-14","2023","3","9","Setembro","14","4","Quinta-feira","0"
"20230915","2023-09-15","2023","3","9","Setembro","15","5","Sexta-feira","0"
"20230916","2023-09-16","2023","3","9","Setembro","16","6","Sabado","1"
"20230917","2023-09-17","2023","3","9","Setembro","17","0","Domingo","1"
"20230918","2023-09-18","2023","3","9","Setembro","18","1","Segunda-feira","0"
"20230919","2023-09-19","2023","3","9","Setembro","19","2","Terca-feira","0"
"20230920","2023-09-20","2023","3","9","Setembro","20","3","Quarta-feira","0"
"20230921","2023-09-21","2023","3","9","Setembro","21","4","Quinta-feira","0"
"20230922","2023-09-22","2023","3","9","Setembro","22","5","Sexta-feira","0"
"20230923","2023-09-23","2023","3","9","Setembro","23","6","Sabado","1"
"20230924","2023-09-24","2023","3","9","Setembro","24","0","Domingo","1"
"20230925","2023-09-25","2023","3","9","Setembro","25","1","Segunda-feira","0"
"20230926","2023-09-26","2023","3","9","Setembro","26","2","Terca-feira","0"
"20230927","2023-09-27","2023","3","9","Setembro","27","3","Quarta-feira","0"
"20230928","2023-09-28","2023","3","9","Setembro","28","4","Quinta-feira","0"
"20230929","2023-09-29","2023","3","9","Setembro","29","5","Sexta-feira","0"
"20230930","2023-09-30","2023","3","9","Setembro","30","6","Sabado","1"
"20231001","2023-10-01","2023","4","10","Outubro","1","0","Domingo","1"
"20231002","2023-10-02","2023","4","10","Outubro","2","1","Segunda-feira","0"
"20231003","2023-10-03","2023","4","10","Outubro","3","2","Terca-feira","0"
"20231004","2023-10-04","2023","4","10","Outubro","4","3","Quarta-feira","0"
"20231005","2023-10-05","2023","4","10","Outubro","5","4","Quinta-feira","0"
"20231006","2023-10-06","2023","4","10","Outubro","6","5","Sexta-feira","0"
"20231007","2023-10-07","2023","4","10","Outubro","7","6","Sabado","1"
"20231008","2023-10-08","2023","4","10","Outubro","8","0","Domingo","1"
"20231009","2023-10-09","2023","4","10","Outubro","9","1","Segunda-feira","0"
"20231010","2023-10-10","2023","4","10","Outubro","10","2","Terca-feira","0"
"20231011","2023-10-11","2023","4","10","Outubro","11","3","Quarta-feira","0"
"20231012","2023-10-12","2023","4","10","Outubro","12","4","Quinta-feira","0"
"20231013","2023-10-13","2023","4","10","Outubro","13","5","Sexta-feira","0"
"20231014","2023-10-14","2023","4","10","Outubro","14","6","Sabado","1"
"20231015","2023-10-15","2023","4","10","Outubro","15","0","Domingo","1"
"20231016","2023-10-16","2023","4","10","Outubro","16","1","Segunda-feira","0"
"20231017","2023-10-17","2023","4","10","Outubro","17","2","Terca-feira","0"
"20231018","2023-10-18","2023","4","10","Outubro","18","3","Quarta-feira","0"
"20231019","2023-10-19","2023","4","10","Outubro","19","4","Quinta-feira","0"
"20231020","2023-10-20","2023","4","10","Outubro","20","5","Sexta-feira","0"
"20231021","2023-10-21","2023","4","10","Outubro","21","6","Sabado","1"
"20231022","2023-10-22","2023","4","10","Outubro","22","0","Domingo","1"
"20231023","2023-10-23","2023","4","10","Outubro","23","1","Segunda-feira","0"
"20231024","2023-10-24","2023","4","10","Outubro","24","2","Terca-feira","0"
"20231025","2023-10-25","2023","4","10","Outubro","25","3","Quarta-feira","0"
"20231026","2023-10-26","2023","4","10","Outubro","26","4","Quinta-feira","0"
"20231027","2023-10-27","2023","4","10","Outubro","27","5","Sexta-feira","0"
"20231028","2023-10-28","2023","4","10","Outubro","28","6","Sabado","1"
"20231029","2023-10-29","2023","4","10","Outubro","29","0","Domingo","1"
"20231030","2023-10-30","2023","4","10","Outubro","30","1","Segunda-feira","0"
"20231031","2023-10-31","2023","4","10","Outubro","31","2","Terca-feira","0"
"20231101","2023-11-01","2023","4","11","Novembro","1","3","Quarta-feira","0"
"20231102","2023-11-02","2023","4","11","Novembro","2","4","Quinta-feira","0"
"20231103","2023-11-03","2023","4","11","Novembro","3","5","Sexta-feira","0"
"20231104","2023-11-04","2023","4","11","Novembro","4","6","Sabado","1"
"20231105","2023-11-05","2023","4","11","Novembro","5","0","Domingo","1"
"20231106","2023-11-06","2023","4","11","Novembro","6","1","Segunda-feira","0"
"20231107","2023-11-07","2023","4","11","Novembro","7","2","Terca-feira","0"
"20231108","2023-11-08","2023","4","11","Novembro","8","3","Quarta-feira","0"
"20231109","2023-11-09","2023","4","11","Novembro","9","4","Quinta-feira","0"
"20231110","2023-11-10","2023","4","11","Novembro","10","5","Sexta-feira","0"
"20231111","2023-11-11","2023","4","11","Novembro","11","6","Sabado","1"
"20231112","2023-11-12","2023","4","11","Novembro","12","0","Domingo","1"
"20231113","2023-11-13","2023","4","11","Novembro","13","1","Segunda-feira","0"
"20231114","2023-11-14","2023","4","11","Novembro","14","2","Terca-feira","0"
"20231115","2023-11-15","2023","4","11","Novembro","15","3","Quarta-feira","0"
"20231116","2023-11-16","2023","4","11","Novembro","16","4","Quinta-feira","0"
"20231117","2023-11-17","2023","4","11","Novembro","17","5","Sexta-feira","0"
"20231118","2023-11-18","2023","4","11","Novembro","18","6","Sabado","1"
"20231119","2023-11-19","2023","4","11","Novembro","19","0","Domingo","1"
"20231120","2023-11-20","2023","4","11","Novembro","20","1","Segunda-feira","0"
"20231121","2023-11-21","2023","4","11","Novembro","21","2","Terca-feira","0"
"20231122","2023-11-22","2023","4","11","Novembro","22","3","Quarta-feira","0"
"20231123","2023-11-23","2023","4","11","Novembro","23","4","Quinta-feira","0"
"20231124","2023-11-24","2023","4","11","Novembro","24","5","Sexta-feira","0"
"20231125","2023-11-25","2023","4","11","Novembro","25","6","Sabado","1"
"20231126","2023-11-26","2023","4","11","Novembro","26","0","Domingo","1"
"20231127","2023-11-27","2023","4","11","Novembro","27","1","Segunda-feira","0"
"20231128","2023-11-28","2023","4","11","Novembro","28","2","Terca-feira","0"
"20231129","2023-11-29","2023","4","11","Novembro","29","3","Quarta-feira","0"
"20231130","2023-11-30","2023","4","11","Novembro","30","4","Quinta-feira","0"
"20231201","2023-12-01","2023","4","12","Dezembro","1","5","Sexta-feira","0"
"20231202","2023-12-02","2023","4","12","Dezembro","2","6","Sabado","1"
"20231203","2023-12-03","2023","4","12","Dezembro","3","0","Domingo","1"
"20231204","2023-12-04","2023","4","12","Dezembro","4","1","Segunda-feira","0"
"20231205","2023-12-05","2023","4","12","Dezembro","5","2","Terca-feira","0"
"20231206","2023-12-06","2023","4","12","Dezembro","6","3","Quarta-feira","0"
"20231207","2023-12-07","2023","4","12","Dezembro","7","4","Quinta-feira","0"
"20231208","2023-12-08","2023","4","12","Dezembro","8","5","Sexta-feira","0"
"20231209","2023-12-09","2023","4","12","Dezembro","9","6","Sabado","1"
"20231210","2023-12-10","2023","4","12","Dezembro","10","0","Domingo","1"
"20231211","2023-12-11","2023","4","12","Dezembro","11","1","Segunda-feira","0"
"20231212","2023-12-12","2023","4","12","Dezembro","12","2","Terca-feira","0"
"20231213","2023-12-13","2023","4","12","Dezembro","13","3","Quarta-feira","0"
"20231214","2023-12-14","2023","4","12","Dezembro","14","4","Quinta-feira","0"
"20231215","2023-12-15","2023","4","12","Dezembro","15","5","Sexta-feira","0"
"20231216","2023-12-16","2023","4","12","Dezembro","16","6","Sabado","1"
"20231217","2023-12-17","2023","4","12","Dezembro","17","0","Domingo","1"
"20231218","2023-12-18","2023","4","12","Dezembro","18","1","Segunda-feira","0"
"20231219","2023-12-19","2023","4","12","Dezembro","19","2","Terca-feira","0"
"20231220","2023-12-20","2023","4","12","Dezembro","20","3","Quarta-feira","0"
"20231221","2023-12-21","2023","4","12","Dezembro","21","4","Quinta-feira","0"
"20231222","2023-12-22","2023","4","12","Dezembro","22","5","Sexta-feira","0"
"20231223","2023-12-23","2023","4","12","Dezembro","23","6","Sabado","1"
"20231224","2023-12-24","2023","4","12","Dezembro","24","0","Domingo","1"
"20231225","2023-12-25","2023","4","12","Dezembro","25","1","Segunda-feira","0"
"20231226","2023-12-26","2023","4","12","Dezembro","26","2","Terca-feira","0"
"20231227","2023-12-27","2023","4","12","Dezembro","27","3","Quarta-feira","0"
"20231228","2023-12-28","2023","4","12","Dezembro","28","4","Quinta-feira","0"
"20231229","2023-12-29","2023","4","12","Dezembro","29","5","Sexta-feira","0"
"20231230","2023-12-30","2023","4","12","Dezembro","30","6","Sabado","1"
"20231231","2023-12-31","2023","4","12","Dezembro","31","0","Domingo","1"
"20240101","2024-01-01","2024","1","1","Janeiro","1","1","Segunda-feira","0"
"20240102","2024-01-02","2024","1","1","Janeiro","2","2","Terca-feira","0"
"20240103","2024-01-03","2024","1","1","Janeiro","3","3","Quarta-feira","0"
