grupo,cartao_numero,acao,coluna,pessoa_id,ocorrido_em
G01,148,add,Doing,G01-A16,2026-05-21T13:18:33.448Z
G01,148,add,G,G01-A16,2026-05-21T13:18:33.448Z
G01,148,add,Waiting Review,G01-A15,2026-05-26T17:29:56.382Z
G01,148,remove,Doing,G01-A15,2026-05-26T17:29:56.382Z
G01,148,add,CODE,G01-A15,2026-05-26T17:30:09.876Z
G01,148,add,Review,G01-A12,2026-05-28T18:14:24.616Z
G01,148,remove,Waiting Review,G01-A12,2026-05-28T18:14:24.616Z
G01,148,remove,Review,G01-A12,2026-05-29T22:32:28.976Z
G01,149,add,CODE,G01-A17,2026-05-25T17:15:17.158Z
G01,149,add,P,G01-A17,2026-05-25T17:15:17.158Z
G01,149,add,Backlog,G01-A17,2026-05-25T17:15:22.765Z
G01,149,add,Doing,G01-A17,2026-05-25T17:15:23.880Z
G01,149,remove,Backlog,G01-A17,2026-05-25T17:15:23.880Z
G01,149,add,Waiting Review,G01-A17,2026-05-25T18:30:15.109Z
G01,149,remove,Doing,G01-A17,2026-05-25T18:30:15.109Z
G01,149,add,Review,G01-A15,2026-05-30T01:48:20.349Z
G01,149,remove,Waiting Review,G01-A15,2026-05-30T01:48:20.349Z
G01,149,remove,Review,G01-A15,2026-06-12T00:00:49.835Z
G01,150,add,Doing,G01-A14,2026-05-25T17:17:16.472Z
G01,150,add,CODE,G01-A14,2026-05-25T17:17:35.806Z
G01,150,add,M,G01-A14,2026-05-25T17:17:35.806Z
G01,150,add,ART.8,G01-A14,2026-05-25T17:17:35.806Z
G01,150,add,Waiting Review,G01-A14,2026-05-25T17:17:52.417Z
G01,150,remove,Doing,G01-A14,2026-05-25T17:17:52.417Z
G01,150,add,Doing,G01-A14,2026-05-25T17:17:55.410Z
G01,150,remove,Waiting Review,G01-A14,2026-05-25T17:17:55.410Z
G01,150,add,Waiting Review,G01-A14,2026-05-25T18:29:46.501Z
G01,150,remove,Doing,G01-A14,2026-05-25T18:29:46.501Z
G01,150,add,Review,G01-A15,2026-05-30T01:48:19.522Z
G01,150,remove,Waiting Review,G01-A15,2026-05-30T01:48:19.522Z
G01,150,remove,Review,G01-A15,2026-06-12T00:00:46.776Z
G01,151,add,CODE,G01-A17,2026-05-26T14:44:40.291Z
G01,151,add,Backlog,G01-A17,2026-05-26T14:44:45.284Z
G01,151,add,M,G01-A17,2026-05-26T14:44:53.437Z
G01,151,add,Doing,G01-A17,2026-05-26T14:44:55.671Z
G01,151,remove,Backlog,G01-A17,2026-05-26T14:44:55.671Z
G01,151,add,Waiting Review,G01-A17,2026-05-26T22:28:37.873Z
G01,151,remove,Doing,G01-A17,2026-05-26T22:28:37.873Z
G01,151,add,Review,G01-A15,2026-05-30T01:48:23.452Z
G01,151,remove,Waiting Review,G01-A15,2026-05-30T01:48:23.452Z
G01,151,remove,Review,G01-A16,2026-06-05T03:36:57.865Z
G01,152,add,CODE,G01-A17,2026-05-26T17:37:02.322Z
G01,152,add,Backlog,G01-A17,2026-05-26T17:37:07.827Z
G01,152,add,Doing,G01-A17,2026-05-26T17:37:09.408Z
G01,152,remove,Backlog,G01-A17,2026-05-26T17:37:09.408Z
G01,152,add,M,G01-A17,2026-05-26T17:37:23.989Z
G01,152,add,Waiting Review,G01-A17,2026-05-26T22:28:14.213Z
G01,152,remove,Doing,G01-A17,2026-05-26T22:28:14.213Z
G01,152,add,Review,G01-A15,2026-05-30T01:48:21.751Z
G01,152,remove,Waiting Review,G01-A15,2026-05-30T01:48:21.751Z
G01,152,remove,Review,G01-A15,2026-06-12T00:00:50.650Z
G01,153,add,DOCUMENTATION,G01-A23,2026-05-27T13:51:21.797Z
G01,153,add,M,G01-A23,2026-05-27T13:51:21.797Z
G01,153,add,ART.9,G01-A23,2026-05-27T13:51:33.937Z
G01,153,add,Backlog,G01-A23,2026-05-27T13:52:02.683Z
G01,153,add,Doing,G01-A23,2026-05-28T18:35:08.279Z
G01,153,remove,Backlog,G01-A23,2026-05-28T18:35:08.279Z
G01,153,add,Waiting Review,G01-A23,2026-05-28T18:35:10.478Z
G01,153,remove,Doing,G01-A23,2026-05-28T18:35:10.478Z
G01,153,add,Review,G01-A15,2026-05-30T01:48:10.635Z
G01,153,remove,Waiting Review,G01-A15,2026-05-30T01:48:10.635Z
G01,153,remove,Review,G01-A15,2026-06-12T00:00:28.115Z
G01,154,add,Doing,G01-A15,2026-05-26T18:12:13.949Z
G01,154,add,DOCUMENTATION,G01-A15,2026-05-26T18:12:46.797Z
G01,154,add,M,G01-A15,2026-05-26T18:12:46.797Z
G01,154,add,ART.06,G01-A15,2026-05-26T18:12:46.797Z
G01,154,add,Waiting Review,G01-A15,2026-05-26T21:14:22.479Z
G01,154,remove,Doing,G01-A15,2026-05-26T21:14:22.479Z
G01,154,add,Review,G01-A12,2026-05-28T03:36:30.651Z
G01,154,remove,Waiting Review,G01-A12,2026-05-28T03:36:30.651Z
G01,154,remove,Review,G01-A12,2026-05-28T18:13:17.650Z
G01,155,add,Backlog,G01-A14,2026-05-26T18:45:58.238Z
G01,155,add,DOCUMENTATION,G01-A14,2026-05-26T18:46:19.047Z
G01,155,add,M,G01-A14,2026-05-26T18:46:19.047Z
G01,155,add,ART.9,G01-A14,2026-05-26T18:46:19.047Z
G01,155,add,Doing,G01-A14,2026-05-27T17:41:41.794Z
G01,155,remove,Backlog,G01-A14,2026-05-27T17:41:41.794Z
G01,155,add,Waiting Review,G01-A14,2026-05-27T22:53:39.633Z
G01,155,remove,Doing,G01-A14,2026-05-27T22:53:39.633Z
G01,155,add,Review,G01-A15,2026-05-30T01:49:17.182Z
G01,155,remove,Waiting Review,G01-A15,2026-05-30T01:49:17.182Z
G01,155,remove,Review,G01-A16,2026-06-05T03:36:57.938Z
G01,156,add,CODE,G01-A17,2026-05-27T17:48:49.595Z
G01,156,add,ART.8,G01-A17,2026-05-27T17:49:00.271Z
G01,156,add,G,G01-A17,2026-05-27T17:49:07.392Z
G01,156,add,Backlog,G01-A17,2026-05-27T17:49:09.841Z
G01,156,add,Doing,G01-A17,2026-05-27T17:49:10.612Z
G01,156,remove,Backlog,G01-A17,2026-05-27T17:49:10.612Z
G01,156,add,Waiting Review,G01-A17,2026-05-28T17:13:24.106Z
G01,156,remove,Doing,G01-A17,2026-05-28T17:13:24.106Z
G01,156,add,Review,G01-A15,2026-05-30T01:48:12.385Z
G01,156,remove,Waiting Review,G01-A15,2026-05-30T01:48:12.385Z
G01,156,remove,Review,G01-A15,2026-06-12T00:00:29.311Z
G01,157,add,Doing,G01-A15,2026-05-27T18:00:38.192Z
G01,157,add,CODE,G01-A15,2026-05-27T18:01:02.933Z
G01,157,add,M,G01-A15,2026-05-27T18:01:02.933Z
G01,157,add,ART.9,G01-A15,2026-05-27T18:01:25.616Z
G01,157,add,Waiting Review,G01-A15,2026-05-27T18:39:42.934Z
G01,157,remove,Doing,G01-A15,2026-05-27T18:39:42.934Z
G01,157,add,Review,G01-A12,2026-05-28T18:14:07.717Z
G01,157,remove,Waiting Review,G01-A12,2026-05-28T18:14:07.717Z
G01,157,remove,Review,G01-A12,2026-05-29T22:32:30.760Z
G01,158,add,Waiting Review,G01-A15,2026-05-27T18:09:47.495Z
G01,158,add,CODE,G01-A15,2026-05-27T18:09:59.879Z
G01,158,add,P,G01-A15,2026-05-27T18:09:59.879Z
G01,158,add,ART.9,G01-A15,2026-05-27T18:09:59.879Z
G01,158,add,Review,G01-A15,2026-05-27T18:18:09.972Z
G01,158,remove,Waiting Review,G01-A15,2026-05-27T18:18:09.972Z
G01,158,add,Waiting Review,G01-A15,2026-05-27T18:18:12.475Z
G01,158,remove,Review,G01-A15,2026-05-27T18:18:12.475Z
G01,158,add,Doing,G01-A15,2026-05-27T18:18:16.581Z
G01,158,remove,Waiting Review,G01-A15,2026-05-27T18:18:16.581Z
G01,158,add,Waiting Review,G01-A15,2026-05-27T18:39:44.757Z
G01,158,remove,Doing,G01-A15,2026-05-27T18:39:44.757Z
G01,158,add,Review,G01-A12,2026-05-28T18:14:02.620Z
G01,158,remove,Waiting Review,G01-A12,2026-05-28T18:14:02.620Z
G01,158,remove,Review,G01-A12,2026-05-29T22:32:35.177Z
G01,159,add,Doing,G01-A15,2026-05-27T18:18:30.592Z
G01,159,add,CODE,G01-A15,2026-05-27T18:18:42.771Z
G01,159,add,M,G01-A15,2026-05-27T18:18:42.771Z
G01,159,add,ART.9,G01-A15,2026-05-27T18:18:42.771Z
G01,159,add,Waiting Review,G01-A15,2026-05-27T18:32:49.862Z
G01,159,remove,Doing,G01-A15,2026-05-27T18:32:49.862Z
G01,159,add,Review,G01-A12,2026-05-28T18:14:05.200Z
G01,159,remove,Waiting Review,G01-A12,2026-05-28T18:14:05.200Z
G01,159,remove,Review,G01-A12,2026-05-29T22:32:33.458Z
G01,160,add,CODE,G01-A17,2026-05-27T18:23:47.533Z
G01,160,add,M,G01-A17,2026-05-27T18:23:47.533Z
G01,160,add,Backlog,G01-A17,2026-05-27T18:24:00.022Z
G01,160,add,Doing,G01-A17,2026-05-27T18:24:01.239Z
G01,160,remove,Backlog,G01-A17,2026-05-27T18:24:01.239Z
G01,160,add,Waiting Review,G01-A17,2026-05-28T17:13:22.829Z
G01,160,remove,Doing,G01-A17,2026-05-28T17:13:22.829Z
G01,160,add,Review,G01-A15,2026-05-30T01:48:29.764Z
G01,160,remove,Waiting Review,G01-A15,2026-05-30T01:48:29.764Z
G01,160,remove,Review,G01-A16,2026-06-05T03:36:57.977Z
G01,161,add,Doing,G01-A15,2026-05-27T18:42:47.166Z
G01,161,add,CODE,G01-A15,2026-05-27T18:42:59.722Z
G01,161,add,M,G01-A15,2026-05-27T18:42:59.722Z
G01,161,add,ART.9,G01-A15,2026-05-27T18:42:59.722Z
G01,161,add,Waiting Review,G01-A15,2026-05-28T17:19:34.053Z
G01,161,remove,Doing,G01-A15,2026-05-28T17:19:34.053Z
G01,161,add,Review,G01-A12,2026-05-28T18:13:34.941Z
G01,161,remove,Waiting Review,G01-A12,2026-05-28T18:13:34.941Z
G01,161,remove,Review,G01-A12,2026-05-29T22:32:37.207Z
G01,162,add,Backlog,G01-A14,2026-05-27T23:04:48.376Z
G01,162,add,CODE,G01-A14,2026-05-27T23:05:04.154Z
G01,162,add,G,G01-A14,2026-05-27T23:05:04.154Z
G01,162,add,ART.8,G01-A14,2026-05-27T23:05:04.154Z
G01,162,add,Doing,G01-A14,2026-05-28T00:29:21.457Z
G01,162,remove,Backlog,G01-A14,2026-05-28T00:29:21.457Z
G01,162,add,Waiting Review,G01-A14,2026-05-28T02:46:04.146Z
G01,162,remove,Doing,G01-A14,2026-05-28T02:46:04.146Z
G01,162,add,Review,G01-A15,2026-05-30T01:49:16.171Z
G01,162,remove,Waiting Review,G01-A15,2026-05-30T01:49:16.171Z
G01,162,remove,Review,G01-A16,2026-06-05T03:36:57.867Z
G01,163,add,Backlog,G01-A14,2026-05-28T12:35:16.478Z
G01,163,add,CODE,G01-A14,2026-05-28T12:36:20.479Z
G01,163,add,G,G01-A14,2026-05-28T12:36:20.479Z
G01,163,add,ART.8,G01-A14,2026-05-28T12:36:20.479Z
G01,163,add,Doing,G01-A14,2026-05-28T17:56:50.041Z
G01,163,remove,Backlog,G01-A14,2026-05-28T17:56:50.041Z
G01,163,add,Waiting Review,G01-A14,2026-05-28T20:00:59.828Z
G01,163,remove,Doing,G01-A14,2026-05-28T20:00:59.828Z
G01,163,add,Review,G01-A15,2026-05-30T01:48:11.461Z
G01,163,remove,Waiting Review,G01-A15,2026-05-30T01:48:11.461Z
G01,163,remove,Review,G01-A15,2026-06-12T00:00:15.448Z
G01,164,add,G,G01-A17,2026-05-28T17:13:59.537Z
G01,164,add,CODE,G01-A17,2026-05-28T17:14:09.488Z
G01,164,add,Backlog,G01-A17,2026-05-28T17:14:11.612Z
G01,164,add,Doing,G01-A17,2026-05-28T17:14:12.953Z
G01,164,remove,Backlog,G01-A17,2026-05-28T17:14:12.953Z
G01,164,add,Waiting Review,G01-A17,2026-05-29T11:52:52.048Z
G01,164,remove,Doing,G01-A17,2026-05-29T11:52:52.048Z
G01,164,add,Review,G01-A15,2026-05-30T01:48:06.306Z
G01,164,remove,Waiting Review,G01-A15,2026-05-30T01:48:06.306Z
G01,164,remove,Review,G01-A15,2026-06-11T23:59:47.607Z
G01,165,add,Doing,G01-A15,2026-05-28T17:19:54.085Z
G01,165,add,DOCUMENTATION,G01-A15,2026-05-28T17:20:12.668Z
G01,165,add,M,G01-A15,2026-05-28T17:20:12.668Z
G01,165,add,Waiting Review,G01-A15,2026-05-28T23:05:22.681Z
G01,165,remove,Doing,G01-A15,2026-05-28T23:05:22.681Z
G01,165,add,Review,G01-A12,2026-05-30T05:02:36.633Z
G01,165,remove,Waiting Review,G01-A12,2026-05-30T05:02:36.633Z
G01,165,remove,Review,G01-A12,2026-06-01T14:32:53.358Z
G01,166,add,Backlog,G01-A23,2026-05-28T18:35:30.046Z
G01,166,add,DOCUMENTATION,G01-A23,2026-05-28T18:35:59.912Z
G01,166,add,SIZE_P,G01-A23,2026-05-28T18:35:59.912Z
G01,166,add,ART.9,G01-A23,2026-05-28T18:35:59.912Z
G01,166,add,BUG,G01-A12,2026-06-01T17:09:25.719Z
G01,166,add,Doing,G01-A12,2026-06-01T17:15:50.507Z
G01,166,remove,Backlog,G01-A12,2026-06-01T17:15:50.507Z
G01,166,add,Waiting Review,G01-A12,2026-06-01T17:16:02.200Z
G01,166,remove,Doing,G01-A12,2026-06-01T17:16:02.200Z
G01,166,add,Review,G01-A12,2026-06-01T17:18:51.801Z
G01,166,remove,Waiting Review,G01-A12,2026-06-01T17:18:51.801Z
G01,166,remove,Review,G01-A12,2026-06-01T17:19:06.706Z
G01,167,add,Backlog,G01-A14,2026-05-28T20:12:52.777Z
G01,167,add,CODE,G01-A14,2026-05-28T20:13:12.195Z
G01,167,add,M,G01-A14,2026-05-28T20:13:12.195Z
G01,167,add,ART.8,G01-A14,2026-05-28T20:13:12.195Z
G01,167,add,Doing,G01-A14,2026-05-28T20:13:26.417Z
G01,167,remove,Backlog,G01-A14,2026-05-28T20:13:26.417Z
G01,167,add,Waiting Review,G01-A14,2026-05-28T23:30:20.154Z
G01,167,remove,Doing,G01-A14,2026-05-28T23:30:20.154Z
G01,167,add,Review,G01-A15,2026-05-30T01:48:08.872Z
G01,167,remove,Waiting Review,G01-A15,2026-05-30T01:48:08.872Z
G01,167,remove,Review,G01-A15,2026-06-12T00:00:08.348Z
G01,168,add,CODE,G01-A17,2026-05-29T11:53:55.351Z
G01,168,add,G,G01-A17,2026-05-29T11:53:55.351Z
G01,168,add,Backlog,G01-A17,2026-05-29T11:54:05.549Z
G01,168,add,Doing,G01-A17,2026-05-29T11:54:06.754Z
G01,168,remove,Backlog,G01-A17,2026-05-29T11:54:06.754Z
G01,168,add,Waiting Review,G01-A17,2026-05-30T01:29:40.429Z
G01,168,remove,Doing,G01-A17,2026-05-30T01:29:40.429Z
G01,168,add,Review,G01-A15,2026-05-30T01:48:05.169Z
G01,168,remove,Waiting Review,G01-A15,2026-05-30T01:48:05.169Z
G01,168,remove,Review,G01-A15,2026-06-11T23:59:40.443Z
G01,169,add,Backlog,G01-A14,2026-05-29T16:19:30.811Z
G01,169,add,CODE,G01-A14,2026-05-29T16:19:51.471Z
G01,169,add,M,G01-A14,2026-05-29T16:19:51.471Z
G01,169,add,ART.8,G01-A14,2026-05-29T16:19:51.471Z
G01,169,add,Doing,G01-A14,2026-05-29T16:20:03.484Z
G01,169,remove,Backlog,G01-A14,2026-05-29T16:20:03.484Z
G01,169,add,Waiting Review,G01-A14,2026-05-29T22:22:26.770Z
G01,169,remove,Doing,G01-A14,2026-05-29T22:22:26.770Z
G01,169,add,Review,G01-A15,2026-05-30T01:48:02.340Z
G01,169,remove,Waiting Review,G01-A15,2026-05-30T01:48:02.340Z
G01,169,remove,Review,G01-A15,2026-06-11T23:59:32.001Z
G01,170,add,Backlog,G01-A14,2026-05-29T18:42:30.548Z
G01,170,add,DOCUMENTATION,G01-A14,2026-05-29T18:42:46.762Z
G01,170,add,ART.9,G01-A14,2026-05-29T18:42:46.762Z
G01,170,add,Doing,G01-A14,2026-05-29T18:42:57.816Z
G01,170,remove,Backlog,G01-A14,2026-05-29T18:42:57.816Z
G01,170,add,Waiting Review,G01-A14,2026-05-29T22:22:20.246Z
G01,170,remove,Doing,G01-A14,2026-05-29T22:22:20.246Z
G01,170,add,Doing,G01-A14,2026-05-29T22:22:22.902Z
G01,170,remove,Waiting Review,G01-A14,2026-05-29T22:22:22.902Z
G01,170,add,Waiting Review,G01-A14,2026-05-29T22:22:25.182Z
G01,170,remove,Doing,G01-A14,2026-05-29T22:22:25.182Z
G01,170,add,Review,G01-A15,2026-05-30T01:48:03.723Z
G01,170,remove,Waiting Review,G01-A15,2026-05-30T01:48:03.723Z
G01,170,remove,Review,G01-A15,2026-06-11T23:59:22.183Z
G01,171,add,DESIGN,G01-A12,2026-05-29T22:55:18.605Z
G01,171,add,G,G01-A12,2026-05-29T22:55:18.605Z
G01,171,add,ART.07,G01-A12,2026-05-29T22:55:18.605Z
G01,171,add,Backlog,G01-A12,2026-05-29T22:55:42.980Z
G01,171,add,Doing,G01-A12,2026-05-29T22:55:47.219Z
G01,171,remove,Backlog,G01-A12,2026-05-29T22:55:47.219Z
G01,171,add,Waiting Review,G01-A12,2026-05-30T05:02:40.533Z
G01,171,remove,Doing,G01-A12,2026-05-30T05:02:40.533Z
G01,171,add,Review,G01-A17,2026-06-01T11:31:36.011Z
G01,171,remove,Waiting Review,G01-A17,2026-06-01T11:31:36.011Z
G01,171,remove,Review,G01-A17,2026-06-01T14:34:28.625Z
G01,172,add,DESIGN,G01-A12,2026-05-30T04:02:23.349Z
G01,172,add,M,G01-A12,2026-05-30T04:02:23.349Z
G01,172,add,ART.07,G01-A12,2026-05-30T04:02:23.349Z
G01,172,add,Backlog,G01-A12,2026-05-30T04:02:27.661Z
G01,172,add,Doing,G01-A12,2026-05-30T04:02:29.991Z
G01,172,remove,Backlog,G01-A12,2026-05-30T04:02:29.991Z
G01,172,add,Waiting Review,G01-A12,2026-05-30T05:02:43.629Z
G01,172,remove,Doing,G01-A12,2026-05-30T05:02:43.629Z
G01,172,add,Review,G01-A17,2026-06-01T11:31:38.127Z
G01,172,remove,Waiting Review,G01-A17,2026-06-01T11:31:38.127Z
G01,172,remove,Review,G01-A17,2026-06-01T14:34:27.077Z
G01,173,add,DESIGN,G01-A12,2026-05-30T04:06:28.524Z
G01,173,add,M,G01-A12,2026-05-30T04:06:28.524Z
G01,173,add,ART.07,G01-A12,2026-05-30T04:06:28.524Z
G01,173,add,Backlog,G01-A12,2026-05-30T04:06:53.700Z
G01,173,add,Doing,G01-A12,2026-05-30T04:06:55.838Z
G01,173,remove,Backlog,G01-A12,2026-05-30T04:06:55.838Z
G01,173,add,Waiting Review,G01-A12,2026-05-30T05:02:45.922Z
G01,173,remove,Doing,G01-A12,2026-05-30T05:02:45.922Z
G01,173,add,Review,G01-A17,2026-06-01T11:31:39.368Z
G01,173,remove,Waiting Review,G01-A17,2026-06-01T11:31:39.368Z
G01,173,remove,Review,G01-A17,2026-06-01T14:34:26.434Z
G01,174,add,DESIGN,G01-A12,2026-05-30T04:17:52.725Z
G01,174,add,M,G01-A12,2026-05-30T04:17:52.725Z
G01,174,add,ART.07,G01-A12,2026-05-30T04:17:52.725Z
G01,174,add,Backlog,G01-A12,2026-05-30T04:19:39.275Z
G01,174,add,Doing,G01-A12,2026-05-30T04:19:47.975Z
G01,174,remove,Backlog,G01-A12,2026-05-30T04:19:47.975Z
G01,174,add,Waiting Review,G01-A12,2026-05-30T05:02:48.125Z
G01,174,remove,Doing,G01-A12,2026-05-30T05:02:48.125Z
G01,174,add,Review,G01-A17,2026-06-01T11:31:39.999Z
G01,174,remove,Waiting Review,G01-A17,2026-06-01T11:31:39.999Z
G01,174,remove,Review,G01-A17,2026-06-01T14:34:25.475Z
G01,175,add,DESIGN,G01-A12,2026-05-30T04:18:37.200Z
G01,175,add,M,G01-A12,2026-05-30T04:18:37.200Z
G01,175,add,ART.07,G01-A12,2026-05-30T04:18:37.200Z
G01,175,add,Backlog,G01-A12,2026-05-30T04:19:42.030Z
G01,175,add,Doing,G01-A12,2026-05-30T04:19:50.627Z
G01,175,remove,Backlog,G01-A12,2026-05-30T04:19:50.627Z
G01,175,add,Waiting Review,G01-A12,2026-05-30T05:02:50.112Z
G01,175,remove,Doing,G01-A12,2026-05-30T05:02:50.112Z
G01,175,add,Review,G01-A17,2026-06-01T11:31:40.904Z
G01,175,remove,Waiting Review,G01-A17,2026-06-01T11:31:40.904Z
G01,175,remove,Review,G01-A17,2026-06-01T14:34:19.779Z
G01,176,add,DESIGN,G01-A12,2026-05-30T04:19:27.453Z
G01,176,add,M,G01-A12,2026-05-30T04:19:27.453Z
G01,176,add,ART.07,G01-A12,2026-05-30T04:19:27.453Z
G01,176,add,Backlog,G01-A12,2026-05-30T04:19:44.177Z
G01,176,add,Doing,G01-A12,2026-05-30T04:19:53.052Z
G01,176,remove,Backlog,G01-A12,2026-05-30T04:19:53.052Z
G01,176,add,Waiting Review,G01-A12,2026-05-30T05:02:52.315Z
G01,176,remove,Doing,G01-A12,2026-05-30T05:02:52.315Z
G01,176,add,Review,G01-A17,2026-06-01T11:31:41.770Z
G01,176,remove,Waiting Review,G01-A17,2026-06-01T11:31:41.770Z
G01,176,remove,Review,G01-A17,2026-06-01T14:34:18.808Z
G01,177,add,DESIGN,G01-A12,2026-05-30T04:32:34.030Z
G01,177,add,CODE,G01-A12,2026-05-30T04:32:34.030Z
G01,177,add,G,G01-A12,2026-05-30T04:32:34.030Z
G01,177,add,ART.07,G01-A12,2026-05-30T04:32:34.030Z
G01,177,add,COMP,G01-A12,2026-05-30T04:32:34.030Z
G01,177,remove,COMP,G01-A12,2026-05-30T04:32:40.846Z
G01,177,add,Backlog,G01-A12,2026-05-30T04:32:50.481Z
G01,177,add,Doing,G01-A12,2026-05-30T04:32:53.857Z
G01,177,remove,Backlog,G01-A12,2026-05-30T04:32:53.857Z
G01,177,add,Waiting Review,G01-A12,2026-05-30T05:02:56.128Z
G01,177,remove,Doing,G01-A12,2026-05-30T05:02:56.128Z
G01,177,add,Review,G01-A17,2026-06-01T11:31:42.633Z
G01,177,remove,Waiting Review,G01-A17,2026-06-01T11:31:42.633Z
G01,177,remove,Review,G01-A17,2026-06-01T14:34:17.839Z
G01,178,add,DESIGN,G01-A12,2026-05-30T04:38:16.221Z
G01,178,add,CODE,G01-A12,2026-05-30T04:38:16.221Z
G01,178,add,G,G01-A12,2026-05-30T04:38:16.221Z
G01,178,add,ART.07,G01-A12,2026-05-30T04:38:16.221Z
G01,178,add,Backlog,G01-A12,2026-05-30T04:38:24.184Z
G01,178,add,Doing,G01-A12,2026-05-30T04:38:27.319Z
G01,178,remove,Backlog,G01-A12,2026-05-30T04:38:27.319Z
G01,178,add,Waiting Review,G01-A12,2026-05-30T05:02:58.713Z
G01,178,remove,Doing,G01-A12,2026-05-30T05:02:58.713Z
G01,178,add,Review,G01-A17,2026-06-01T11:31:43.719Z
G01,178,remove,Waiting Review,G01-A17,2026-06-01T11:31:43.719Z
G01,178,remove,Review,G01-A17,2026-06-01T14:34:16.753Z
G01,179,add,DESIGN,G01-A12,2026-06-01T02:05:45.289Z
G01,179,add,CODE,G01-A12,2026-06-01T02:05:45.289Z
G01,179,add,M,G01-A12,2026-06-01T02:05:45.289Z
G01,179,add,ART.07,G01-A12,2026-06-01T02:05:45.289Z
G01,179,add,Backlog,G01-A12,2026-06-01T02:08:22.205Z
G01,179,add,Doing,G01-A12,2026-06-01T03:12:28.199Z
G01,179,remove,Backlog,G01-A12,2026-06-01T03:12:28.199Z
G01,179,add,Waiting Review,G01-A12,2026-06-01T14:33:04.397Z
G01,179,remove,Doing,G01-A12,2026-06-01T14:33:04.397Z
G01,179,add,Review,G01-A17,2026-06-01T14:34:43.446Z
G01,179,remove,Waiting Review,G01-A17,2026-06-01T14:34:43.446Z
G01,179,remove,Review,G01-A17,2026-06-01T17:05:35.312Z
G01,180,add,DESIGN,G01-A12,2026-06-01T02:06:56.246Z
G01,180,add,CODE,G01-A12,2026-06-01T02:06:56.246Z
G01,180,add,M,G01-A12,2026-06-01T02:06:56.246Z
G01,180,add,ART.07,G01-A12,2026-06-01T02:06:56.246Z
G01,180,add,Backlog,G01-A12,2026-06-01T02:08:23.806Z
G01,180,add,Doing,G01-A12,2026-06-01T03:12:30.012Z
G01,180,remove,Backlog,G01-A12,2026-06-01T03:12:30.012Z
G01,180,add,Waiting Review,G01-A12,2026-06-01T14:33:06.304Z
G01,180,remove,Doing,G01-A12,2026-06-01T14:33:06.304Z
G01,180,add,Review,G01-A17,2026-06-01T14:34:41.325Z
G01,180,remove,Waiting Review,G01-A17,2026-06-01T14:34:41.325Z
G01,180,remove,Review,G01-A17,2026-06-01T17:05:34.342Z
G01,181,add,DESIGN,G01-A12,2026-06-01T02:07:23.362Z
G01,181,add,CODE,G01-A12,2026-06-01T02:07:23.362Z
G01,181,add,M,G01-A12,2026-06-01T02:07:23.362Z
G01,181,add,ART.07,G01-A12,2026-06-01T02:07:23.362Z
G01,181,add,Backlog,G01-A12,2026-06-01T02:08:25.625Z
G01,181,add,Doing,G01-A12,2026-06-01T03:12:34.535Z
G01,181,remove,Backlog,G01-A12,2026-06-01T03:12:34.535Z
G01,181,add,Waiting Review,G01-A12,2026-06-01T14:33:08.032Z
G01,181,remove,Doing,G01-A12,2026-06-01T14:33:08.032Z
G01,181,add,Review,G01-A17,2026-06-01T14:34:39.322Z
G01,181,remove,Waiting Review,G01-A17,2026-06-01T14:34:39.322Z
G01,181,remove,Review,G01-A17,2026-06-01T17:05:33.622Z
G01,182,add,DESIGN,G01-A12,2026-06-01T02:05:24.798Z
G01,182,add,CODE,G01-A12,2026-06-01T02:05:24.798Z
G01,182,add,M,G01-A12,2026-06-01T02:05:24.798Z
G01,182,add,ART.07,G01-A12,2026-06-01T02:05:24.798Z
G01,182,add,Backlog,G01-A12,2026-06-01T02:08:27.697Z
G01,182,add,Doing,G01-A12,2026-06-01T04:06:32.549Z
G01,182,remove,Backlog,G01-A12,2026-06-01T04:06:32.549Z
G01,182,add,Waiting Review,G01-A12,2026-06-01T14:33:09.424Z
G01,182,remove,Doing,G01-A12,2026-06-01T14:33:09.424Z
G01,182,add,Review,G01-A17,2026-06-01T14:34:36.629Z
G01,182,remove,Waiting Review,G01-A17,2026-06-01T14:34:36.629Z
G01,182,remove,Review,G01-A17,2026-06-01T17:05:32.839Z
G01,183,add,DESIGN,G01-A12,2026-06-01T02:04:54.715Z
G01,183,add,CODE,G01-A12,2026-06-01T02:04:54.715Z
G01,183,add,M,G01-A12,2026-06-01T02:04:54.715Z
G01,183,add,ART.07,G01-A12,2026-06-01T02:04:54.715Z
G01,183,add,Backlog,G01-A12,2026-06-01T02:08:30.222Z
G01,183,add,Doing,G01-A12,2026-06-01T04:06:34.873Z
G01,183,remove,Backlog,G01-A12,2026-06-01T04:06:34.873Z
G01,183,add,Waiting Review,G01-A12,2026-06-01T14:33:10.798Z
G01,183,remove,Doing,G01-A12,2026-06-01T14:33:10.798Z
G01,183,add,Review,G01-A17,2026-06-01T14:34:33.185Z
G01,183,remove,Waiting Review,G01-A17,2026-06-01T14:34:33.185Z
G01,183,remove,Review,G01-A17,2026-06-01T17:05:32.062Z
G01,184,add,DESIGN,G01-A12,2026-06-01T02:04:02.351Z
G01,184,add,CODE,G01-A12,2026-06-01T02:04:02.351Z
G01,184,add,M,G01-A12,2026-06-01T02:04:02.351Z
G01,184,add,ART.07,G01-A12,2026-06-01T02:04:02.351Z
